0,10,0,0,9,13,1,1,14,0,26,23,14,2
0,0,0,2,0,3,1,1,12,0,19,19,2,2
0,15,21,9,10,24,1,1,12,0,7,36,0,2
0,7,0,6,0,22,1,2,16,0,17,7,0,2
0,7,0,9,0,13,1,1,19,0,19,40,10,2
0,17,8,10,2,8,1,15,16,0,12,35,0,2
0,7,1,4,0,7,1,2,25,0,18,30,0,2
0,7,9,11,0,1,1,9,25,0,13,7,0,2
0,0,0,4,4,16,1,3,38,0,12,25,0,2
0,1,32,8,6,28,10,1,43,0,18,34,12,2
0,31,0,6,12,34,5,1,47,0,5,19,2,2
0,15,5,9,0,24,1,1,8,0,14,19,0,2
0,21,39,8,12,11,1,14,6,4,24,9,6,2
0,0,23,9,0,21,1,5,17,0,19,7,0,2
0,2,23,11,0,24,1,5,6,0,16,31,0,2
0,6,5,9,0,20,1,10,37,0,28,22,0,2
0,4,0,9,0,13,1,1,20,0,18,36,0,2
0,7,5,11,12,13,1,1,25,0,19,23,0,2
0,27,0,0,0,7,1,5,5,0,2,5,0,2
0,27,0,4,0,13,1,2,33,0,16,27,2,2
0,15,19,8,8,32,6,1,31,0,7,37,8,2
0,9,41,17,13,34,15,8,33,26,16,41,0,2
0,41,33,15,12,13,1,5,27,0,15,29,0,2
5,43,2,9,0,26,6,1,37,0,3,28,0,2
0,39,16,9,0,31,10,1,46,0,5,41,0,2
0,11,5,9,0,25,6,2,12,0,12,35,0,2
0,6,10,9,0,28,10,3,29,9,1,22,0,2
0,10,35,17,4,13,1,13,28,0,18,7,0,2
0,7,11,14,0,13,3,4,33,0,13,19,0,2
0,39,15,10,0,13,1,5,12,0,7,12,4,2
1,1,13,1,16,4,1,1,5,11,6,0,8,3
1,24,17,8,12,0,0,1,5,22,4,0,1,3
1,12,17,14,10,0,0,1,5,25,0,0,1,3
0,28,14,9,12,8,0,1,5,18,6,0,5,3
0,0,6,0,0,13,0,14,9,23,5,0,9,3
0,16,5,2,6,6,0,14,5,26,3,0,13,3
0,42,25,9,1,1,0,10,5,6,5,0,15,3
0,42,29,14,8,12,0,14,7,18,9,0,0,3
23,29,5,6,0,6,0,13,5,25,8,0,4,3
1,24,28,14,12,14,0,10,5,18,13,6,5,3
2,22,32,9,8,4,0,10,5,16,6,7,5,3
17,18,13,8,1,2,0,2,3,24,2,8,19,3
25,26,32,12,9,4,0,10,1,12,13,3,1,3
27,42,13,8,4,13,0,8,5,13,15,2,1,3
0,36,5,2,12,1,0,1,7,27,0,0,22,3
8,28,4,9,12,4,0,5,11,11,0,0,19,3
34,42,5,8,0,0,0,4,3,17,0,0,0,3
1,42,22,9,0,8,0,8,5,27,0,0,8,3
15,26,15,9,4,13,0,7,9,27,0,0,9,3
6,36,14,9,12,2,1,1,7,27,0,0,1,3
24,26,28,14,16,2,1,1,9,27,0,0,0,3
1,20,22,10,12,4,1,1,9,27,0,0,0,3
7,7,34,14,12,13,1,1,23,26,0,0,0,3
11,26,9,2,10,12,0,14,33,27,0,0,11,3
0,0,1,8,12,4,0,10,14,27,0,0,9,3
9,42,13,10,5,10,0,14,22,27,0,0,15,3
34,38,15,6,1,12,0,9,23,27,0,0,0,3
0,24,29,16,9,13,0,14,7,26,0,0,24,3
37,7,32,14,10,29,1,10,44,27,0,0,9,3
22,7,29,11,1,25,0,10,40,27,0,0,7,3
0,33,15,9,0,14,0,10,6,27,0,0,1,3
31,26,25,8,12,12,0,10,5,26,18,0,12,3
1,26,27,10,12,7,0,14,5,23,13,4,3,3
3,28,13,2,12,2,0,4,5,20,0,0,11,3
33,22,11,10,2,0,0,4,6,27,2,0,7,3
32,40,7,11,0,0,0,10,8,26,6,0,1,3
21,30,28,12,12,8,0,5,18,27,11,0,13,3
1,26,11,6,0,4,0,4,5,27,2,0,13,3
26,18,31,14,12,4,0,3,21,27,4,0,18,3
19,42,37,14,12,13,0,1,7,27,0,0,8,3
0,24,13,4,8,0,0,4,4,23,0,0,0,3
0,14,9,6,0,2,0,9,3,27,0,0,0,3
35,16,22,8,3,8,0,6,9,27,0,0,9,3
32,42,20,9,7,8,0,10,7,27,0,0,17,3
19,36,22,12,12,12,0,5,15,26,2,0,18,3
13,38,7,8,14,4,0,5,12,27,0,0,20,3
9,19,15,8,14,7,0,10,18,27,0,0,20,3
35,38,33,14,8,13,0,12,12,27,0,0,1,3
